text,language,source,model,topic
"Abaqaphi beziqiwu basebenza kanzima ukuze bavikele obhejane ezingozini zokushaywa. UNyawo, oyingxenye yabasebenzi be-EPWP, ukholelwa ekutheni kubalulekile ukufundisa umphakathi ngokunakekela imvelo. Lolu hlelo luhlose ukuvusa ukuqwashisa ukuze abantu baqonde ukubaluleka kokugcina lezi zilwane zivikelekile. Ngale ndlela, imvelo nezilwane eziyigugu zingagcinwa zivikelekile zize fike nezizukulwane ezizayo.",zul,machine,gemma-4-31b-it,Abaqaphi beziqiwu bavikela obhejane
"Abaqaphi beziqiwu baqhubeka nomsebenzi wabo obalulekile wokuvikela obhejane ukuze kugwemeke ukuzigqiba kwazo. UNyawo, ongomunye wabasebenzi abaqaphe ezemvelo ngaphansi kohlelo lwe-EPWP, ugcizelela ukuthi kusemqo-ka ukufundisa umphakathi ngokunakekela imvelo. “Sifisa ukuphuma sifundise umphakathi ukuthi kungani kubalulekile ukuvikela lezi zilwane,” kusho uNyawo. Lo mkhankaso uhlose ukudala ukubambisana phakathi kwabasebenzi bezemvelo nabantu basemiphakathini.",zul,machine,gemma-4-31b-it,Abaqaphi beziqiwu bavikela obhejane
"Nature guards employed through the Expanded Public Works Programme (EPWP) are working to protect rhinos and preserve local wildlife. One of the guards, UNyawo, emphasizes that educating the community on the importance of environmental conservation is essential for long-term success. He believes that by teaching residents why nature must be protected, the community can play a more active role in safeguarding endangered species.",eng,machine,gemma-4-31b-it,Abaqaphi beziqiwu bavikela obhejane
"Abaqaphi beziqiwu badlala indima ebalulekile ekuvikeleni obhejane ekuzingelweni ngokungemthetho ukuze zingashabalali. Laba basebenzi bahlala beqaphile ezindaweni zasemvelo ukuze baqinisekise ukuthi lezi zilwane ziyaphepha. Kubalulekile futhi ukufundisa umphakathi ngokunakekela imvelo ukuze bonke basebenzisane ekulwiseni ubugebengu bezilwane. Ngale ndlela, singaqinisekisa ukuthi obhejane bayasala bekhona ezizukulwaneni ezizayo.",zul,machine,gemma-4-31b-it,Abaqaphi beziqiwu bavikela obhejane
"Uhlelo lwa-Bami Ngomumo luqhubeka nokuletha ithemba emiphakathini ngokuvula amathuba amaningi emisebenzi. Sekuqashwe abantu abangaphezulu kwezi-5 000 abaphuma emiphakathini eswele, abaqeqeshwa ngobuchule bokulwa nomlilo kanye nokunqanda ukubhebhetheka kwawo. Ngaphezu kwalokho, lolu hlelo lugqugquzela imfundo nokunikeza amakhono abalulekile afana nosizo lokuqala. Lokhu kusiza kakhulu ekuthuthukiseni imiphakathi nasekunikeni abantu amakhono azobasiza ekuziphiliseleni.",zul,machine,gemma-4-31b-it,Bami ngomumo basungula amathuba omsebenzi
"A new initiative has opened doors for over 5,000 individuals from disadvantaged communities by creating vital job opportunities. These recruits are receiving specialized training in firefighting, fire prevention, and safety education to enhance public security. Additionally, the program equips participants with essential life-saving skills, including first aid. This effort marks a significant step in both community upliftment and professional development.",eng,machine,gemma-4-31b-it,Bami ngomumo basungula amathuba omsebenzi
"Uhlelo lwe-Bami ngomumo selulethe ithemba emiphakathini ngokwakha amathuba omsebenzi amaningi. Sekuqashwe abantu abangaphezulu kwezi-5 000 abaphuma emiphakathini entulayo, lapho baqeqeshwa khona ngokulwa nomlilo nokuvimba ukubhebhetheka kwawo. Ngaphezu kwalokho, lolu hlelo lubanikeza izemfundo namakhono ahlukahlukene, okuhlanganisa nokunikeza usizo oluphuthumayo.",zul,machine,gemma-4-31b-it,Bami ngomumo basungula amathuba omsebenzi
"A new initiative has created employment opportunities for over 5,000 individuals from underprivileged communities. These recruits are receiving comprehensive training in firefighting, fire prevention, and safety education. Additionally, the program equips participants with other essential life-saving skills, such as first aid.",eng,machine,gemma-4-31b-it,Bami ngomumo basungula amathuba omsebenzi
"Lolu hlelo luhlose ukusungula amathuba omsebenzi kubantu abaphuma emiphakathini eyisiziba. Kuze kube manje, sekuqashwe abantu abangaphezulu kwezi-5 000 abanikezwe ithuba lokuzithuthukisa. Laba bantu baqeqeshwa ezindabeni ezibalulekile njengokulwa nomlilo, ukunqanda ukubhebhetheka kwawo, kanye nezemfundo. Ngaphezu kwalokho, bafundiswa amakhono okusiza abantu ukuze bakwazi ukunikeza usizo oluphuthumayo emiphakathini yabo.",zul,machine,gemma-4-31b-it,Bami ngomumo basungula amathuba omsebenzi
"This initiative creates vital employment opportunities for over 5,000 individuals from disadvantaged communities. Participants receive specialized training in firefighting, fire prevention, and fire safety education to enhance public security. Additionally, the program equips them with essential life-saving skills, such as first aid. By combining job creation with vocational training, this program empowers marginalized citizens to build sustainable careers in emergency services.",eng,machine,gemma-4-31b-it,Bami ngomumo basungula amathuba omsebenzi
"UMdletshe, umshayeli wezikebhe oqhubeka nokukhombisa ikhono lakhe, usebenza kanzima uze ushise izikhotha emsebenzini wakhe. Lo mshayeli owakhule eSayidi futhi wafunda e-St Faiths, akakhohlwa imisebe yasekhaya ngezikhathi zakhe zokukhula. Ukhumbula ngomusa uthando lwendawo yakubo ethi: “Kwakumnandi kakhulu lapho ngakhulela khona.” Namuhla, impumelelo yakhe isiba isibonelo esikhulu kubantu bakhe baseSayidi.",zul,machine,gemma-4-31b-it,Umshayeli wezikebhe ushisa izikhotha
"Reflecting on his roots, Mr. Mdletshe fondly recalls his formative years spent in Sayidi and his time studying at St Faiths. He speaks with deep nostalgia, describing the environment of his childhood as truly wonderful. For Mdletshe, these early experiences remain some of the most cherished memories of his life.",eng,machine,gemma-4-31b-it,Umshayeli wezikebhe ushisa izikhotha
"UMdletshe ungumshayeli wezikebhe ovela eSayidi, lapho efunde khona eSikoleni sase-St Faiths. Ukhumbula ngokujabula isikhathi sakhe sokukhulela kuleyo ndawo ekhethekile. Namuhla, uzinikele kakhulu emsebenzini wakhe, okwenza kuthiwa ushisa izikhotha. Lokhu kukhombisa ukuthi ukuzikhandla kwakhe kunikeze imiphumela emihle empilweni yakhe.",zul,machine,gemma-4-31b-it,Umshayeli wezikebhe ushisa izikhotha
"The text discusses a boat driver and the personal history of a man named Mdletshe. Currently a student at St Faiths, Mdletshe reflects on his time spent in the coastal area of Sayidi. He speaks fondly of his upbringing, recalling the happiness he experienced while growing up there.",eng,machine,gemma-4-31b-it,Umshayeli wezikebhe ushisa izikhotha
"UMdletshe, umshayeli wezikebhe owaziwayo, usebenzela kanzima futhi ushisa izikhotha emsebenzini wakhe. Lo mshayeli ongowokuda eSayidi, ufunde e-St Faiths lapho athola khona imfundo yakhe. Uveza ukujabula kwakhe ngokukhumbula izikhathi zakudala ethi, “Kwakumnandi kakhulu lapho ngakhulela khona.” Ukuzimisela kwakhe kukhombisa ukuthi imvelaphi yakhe ibambe iqhaza ekufikeleleni kulokhu.",zul,machine,gemma-4-31b-it,Umshayeli wezikebhe ushisa izikhotha
"Mdletshe, a boat driver from Sayidi, is currently making a name for himself through his exceptional performance in his field. He attributes much of his growth to his formative years, including his time studying at St Faiths. Reflecting on his roots, Mdletshe shared that it was a wonderful experience growing up in that community.",eng,machine,gemma-4-31b-it,Umshayeli wezikebhe ushisa izikhotha
"Njengoba izwe libungaza Inyanga Yentsha, kukhona ukubheka kabanzi ekuguquleni imfundo ephakeme ukuze kuqinisekiswe ukuthi intsha ithola amathuba alingana. iVuk’uze ibukisisa ukuthi uMnyango wezeMfundo ePhakeme Nezokuqeqesha uhlinzeka ngani ngezindlela zokufundisa nezokuqeqesha ezizovula iminyango yempumelelo kubasha. Lokhu kubalulekile ekutheni kube nokuxhumana okuhle phakathi kwemfundo nemisebenzi ukuze intsha yakithi ikwazi ukuzimela emphakathini. Ngakho-ke, ukuguqula imfundo ephakeme akukhona nje ukunikeza iziqu, kodwa ukulungisa isizukulwane esizokwakha ikusasa lelizwe.",zul,machine,gemma-4-31b-it,Ukuguqula Imfundo Ephakeme
"Ukuguqula imfundo ephakeme kusho ukwenza sure ukuthi wonke amantsha, kungakhathalise imvelaphi yawo, abe nethuba elifanele lokufunda nokuthuthuka. Lokhu kubandakanya ukubuyekezwa kwezinhlelo zokusekela ezifana nezimali zokufunda ukuze kufike kubantu abaswele kakhulu. Ngokwenza lokhu, uMnyango wezeMfundo ePhakeme Nezokuqeqesha uqinisekisa ukuthi intsha ithola amakhono afanele adingeka emakethe yomsebenzi namuhla. Ngakho-ke, lolu guquko lubalulekile ekwakheni ikusasa eliqhakazile nelingalinganayo kubo bonke abantu.",zul,machine,gemma-4-31b-it,Ukuguqula Imfundo Ephakeme
"Transforming higher education is essential for empowering youth and ensuring equitable access to quality learning and skills development. In South Africa, the Department of Higher Education and Training works to provide diverse opportunities that enable young people to succeed in their academic and professional careers. By reforming these systems, the country can better equip the next generation with the tools needed to thrive in a modern economy. This focus is particularly significant during Youth Month, as it highlights a national commitment to fostering youth success and social mobility.",eng,machine,gemma-4-31b-it,Ukuguqula Imfundo Ephakeme
"Umphakathi waseDouble Drift, eGrahamstown, ugubha injabulo enkulu emva kokuthola isivumelwano sokubuyiselwa umhlaba esibiza izigidi zamarandi ezingama-21. Kulo mcimbi womlando, kuhlangane abantu abayi-1 500 abaqhamuka emindenini engama-264 ebezilindele ukubuyela emakhaya abo. Laba bantu babesuswa kanzansi emhlabeni wabo uhulumeni waseCiskei ngonyaka ka-1991 ukuze kwakhiwe isiqingi sendawo. Lokhu kuwuphawu lokunqoba nokubuyiswa kwesithunzi salabo ababekhishwa emhlabeni wabo iminyaka eminingi edlule.",zul,machine,gemma-4-31b-it,Umphakathi ugubha isivumelwano sokubuyiselwa umhlaba obize izigidi zamarandi ezingama-21
Umphakathi waseDouble Drift waseGrahamstown ugubha ukubuyiselwa komhlaba wabo ngesivumelwano esibize izigidi zamarandi ezingama-21. Lolu hlelo luthinta abantu abayi-1 500 abaqha muka emindenini engama-264 eyayisuswe ngenkani emhlabeni wayo ngonyaka ka-1991. Ukususwa kwabo kwakwenziwe ukuze kwakhiwe isiqiyi endaweni yabo yaseCiskei.,zul,machine,gemma-4-31b-it,Umphakathi ugubha isivumelwano sokubuyiselwa umhlaba obize izigidi zamarandi ezingama-21
"The Double Drift community in Grahamstown is celebrating a land restitution agreement valued at 21 million rand. This settlement benefits 1,500 people from 264 families who were forcibly removed from their ancestral land by the Ciskei government in 1991. The land had been seized at the time to facilitate the construction of a resort.",eng,machine,gemma-4-31b-it,Umphakathi ugubha isivumelwano sokubuyiselwa umhlaba obize izigidi zamarandi ezingama-21
Umphakathi waseDouble Drift waseGrahamstown ugubha ngenjabulo isivumelwano sokubuyiselwa umhlaba esibiza izigidi zamarandi ezingama-21. Lolu hlelo luthinta abantu abayi-1 500 abaqhamuka emindenini engama-264 ehlanganise amandla kulo mcimbi. Le mizi isuswa emhlabeni wayo ngonyaka we-1991 uhulumeni waseCiskei ngenhloso yokwakha isiqingi sokupumula.,zul,machine,gemma-4-31b-it,Umphakathi ugubha isivumelwano sokubuyiselwa umhlaba obize izigidi zamarandi ezingama-21
"The Double Drift community in Grahamstown recently celebrated a land restitution agreement valued at R21 million. Approximately 1,500 people from 264 families gathered to mark the milestone. The community members were forcibly removed from their land by the Ciskei government in 1991 to make way for development. This settlement represents a significant victory in the families' long-standing struggle to reclaim their ancestral land.",eng,machine,gemma-4-31b-it,Umphakathi ugubha isivumelwano sokubuyiselwa umhlaba obize izigidi zamarandi ezingama-21
Umphakathi waseDouble Drift ngaseGrahamstown ugubha injabulo enkulu ngokuthola isivumelwano sokubuyiselwa komhlaba wabo. Abantu abayi-1 500 abaqhamuka emindenini engama-264 basuswa kankabala kulo mhlaba nguhulumeni waseCiskei ngowe-1991. Lesi sivumelwano esibiza izigidi zamarandi ezingama-21 sihlose ukulungisa ubulungiswa nokubuyisela amalungelo kulaba bantu. Lokhu kuwuphawu olubalulekile lokulungisa imiphumela eyisikhathi eside yezinqumo ezingalungile zasendulo.,zul,machine,gemma-4-31b-it,Umphakathi ugubha isivumelwano sokubuyiselwa umhlaba obize izigidi zamarandi ezingama-21
"The Double Drift community in Grahamstown is celebrating a land restitution settlement valued at 21 million rand. This agreement benefits approximately 1,500 individuals from 264 families who were forcibly removed from their land in 1991. The displacement was carried out by the Ciskei government to make way for the construction of a resort. This settlement serves as a significant step in addressing historical land dispossession and providing justice to affected communities in South Africa.",eng,machine,gemma-4-31b-it,Umphakathi ugubha isivumelwano sokubuyiselwa umhlaba obize izigidi zamarandi ezingama-21
"I-Kevali Chemicals iyinkampani yokuqala yabantu abamnyama eFreyistata ekhiqiza amakhemikhali ehlukahlukene. Le nkampani ikhiqiza imikhiqizo efaka phakathi okulanza abantwana, izinto zokuhlanza izindlu kanye neglu yokunamathisela. Ngokwenza lokhu, i-Kevali Chemicals idala amathuba amaningi emisebenzi, okuletha intuthuko nokuphakama kwezomnotho emphakathini waseFreyistata.",zul,machine,gemma-4-31b-it,Osozimboni abamnyama abenza amakhemikhali baseFreyistata badala amathuba emisebenzi
"Kevali Chemicals has made history as the first black-owned company in the Free State to manufacture detergents, household cleaning agents, and adhesives. By establishing this local production hub, the company is driving industrial growth and creating vital job opportunities within the province. This venture marks a significant milestone for entrepreneurship and economic empowerment in the region.",eng,machine,gemma-4-31b-it,Osozimboni abamnyama abenza amakhemikhali baseFreyistata badala amathuba emisebenzi
"I-Kevali Chemicals iyinkampani yokuqala yabantu abamnyama eFreyistata ekhiqiza amakhemikhali ahlukahlukene. Le nkampani ikhiqiza imikhiqizo okulanza ama-nzi, izinto zokuhlanza izindlu, kanye neglu yokunamathisela. Ngokwenza lokhu, idala amathuba emisebenzi amaningi kubantu baseFreyistata. Lokhu kusiza ekuthuthukiseni umnotho nokukhuthaza ukuzimela kwabo abamnyama emkhakheni wezemboni.",zul,machine,gemma-4-31b-it,Osozimboni abamnyama abenza amakhemikhali baseFreyistata badala amathuba emisebenzi
"Kevali Chemicals is the first black-owned company in the Free State to specialize in the manufacture of various chemical products. Their production range includes diaper chemicals, hygiene supplies, household cleaning agents, and adhesives. Through these operations, the company is playing a vital role in creating new employment opportunities within the region.",eng,machine,gemma-4-31b-it,Osozimboni abamnyama abenza amakhemikhali baseFreyistata badala amathuba emisebenzi
"I-Kevali Chemicals iyinkampani yokuqala yabantu abamnyama eFreyistata ekhiqiza amakhemikhali ahlukahlukene. Le nkampani ikhiqiza imikhiqizo yokunakekela abantwana, izinto zenhlanzeko, imikhiqizo yokuhlanza izindlu kanye neglu yokunamathisela. Ngokusebenza kwayo, le nkampani isiza ekudaleni amathuba emisebenzi amaningi kubantu basekhaya. Lokhu kuwuqobo olubalulekile ekuthuthukiseni umnotho nasekuqiniseni amandla abashayeli bamabhizinisi abamnyama kuleyona ndawo.",zul,machine,gemma-4-31b-it,Osozimboni abamnyama abenza amakhemikhali baseFreyistata badala amathuba emisebenzi
"Kevali Chemicals has become the first black-owned chemical manufacturing company in the Free State. The firm produces a diverse range of products, including baby detergents, hygiene supplies, household cleaning agents, and adhesives. Through its operations, the company is actively creating new job opportunities within the province.",eng,machine,gemma-4-31b-it,Osozimboni abamnyama abenza amakhemikhali baseFreyistata badala amathuba emisebenzi
"I-Kevali Chemicals iyinkampani yokuqala yabantu abamnyama eFreyistata ekhiqiza amakhemikhali ahlukahlukene, kuhlanganise nokulanza ama-nzi, izinto zokuhlanza, kanye neglu. Ngokuthuthukisa lezi zidingo zomnotho, le nkampani idala amathuba amaningi emisebenzi kubantu basendaweni. Lokhu kukhombisa ukubaluleka kokuba osozimboni abamnyama babe ngabasebenzi bezomnotho ukuze kuthuthukiswe izifunda zabo.",zul,machine,gemma-4-31b-it,Osozimboni abamnyama abenza amakhemikhali baseFreyistata badala amathuba emisebenzi
"The launch of a new Mahindra facility in KwaZulu-Natal has provided a significant boost to local employment, with 25 young people successfully trained and hired. These individuals underwent specialized training to equip them with the necessary skills to operate effectively within the company. This initiative marks a positive step toward youth empowerment and industrial growth within the province.",eng,machine,gemma-4-31b-it,Ukudalwa kwamathuba emisebenzi entsha yase-KZN
Kudalwe amathuba emisebenzi entsha eKwaZulu-Natali ngenxa yokuvulwa kwemboni yeMahindra. Abantu abasha abangama-25 sebethole ithuba lokuqeqeshwa nokuqashwa kule nkampani. Loku kuqeqeshwa kubasiza ukuba babe nolwazi oludingekayo ukuze basebenze ngokuhambisana nezidingo zeMahindra.,zul,machine,gemma-4-31b-it,Ukudalwa kwamathuba emisebenzi entsha yase-KZN
A new Mahindra facility in KwaZulu-Natal has created employment opportunities for 25 young people. These individuals received specialized training to ensure they are well-equipped to work with the company. This initiative marks a significant step in providing skills development and job creation for the youth in the province.,eng,machine,gemma-4-31b-it,Ukudalwa kwamathuba emisebenzi entsha yase-KZN
"Kuvulwe imboni entsha yeMahindra eKwaZulu-Natal, okulethe amathuba amasha emisebenzi entsha esifundeni. Abantu abasha abangama-25 sebethole ukuqeqeshwa okufanele baphinde baqashwe kule nkampani. Loku qeqeshwa kubasiza ukuba babe nolwazi olwanele lokusebenza ngokubambisana nenkampani yakwa-Mahindra. Lokhu kukhombisa ukubaluleka kokuziza kwezimboni ekulweni nokungasebenzi phakathi kwentsha.",zul,machine,gemma-4-31b-it,Ukudalwa kwamathuba emisebenzi entsha yase-KZN
The opening of a new Mahindra facility in KwaZulu-Natal has created significant employment opportunities for local youth. Twenty-five young individuals have been hired after receiving specialized training to ensure their skills align with the company's operational needs. This initiative highlights how industrial investment and skills development can effectively combat unemployment and stimulate economic growth within the region.,eng,machine,gemma-4-31b-it,Ukudalwa kwamathuba emisebenzi entsha yase-KZN
I-National Health Insurance (NHI) iwuhlelo oluhloswe ukuletha ushintsho olukhulu ekutholakaleni kwezinsizakalo zempilo eziphuculiwe kubo bonke abantu. UNgqongqoshe uMotsoaledi usevele wambula uMthethosivivinywa wokuchibiyelwa kwe-NHI kanye noMthethosivivinywa Wokuchibiyelwa Kwezikimu Zezokwelapha ukuze kuqinisekiswe ukuthi uhlelo lusebenza ngendlela efanele. Lolu hlobo lokulungisa imithetho kulindeleke ukuthi luqedele ukungalingani phakathi kwabantu abakwazi ukukhokha imishwalense yezempilo nalabo abancike ezibhedlela zikahulumeni.,zul,machine,gemma-4-31b-it,I-NHI iwuhlelo lezinsizakalo zempilo eziphuculiwe
"Minister Motsoaledi has recently unveiled the National Health Insurance (NHI) Amendment Bill alongside the Medical Schemes Amendment Bill. These legislative moves are designed to streamline and enhance the delivery of healthcare services across the country. By reforming these frameworks, the government aims to ensure more equitable access to quality medical care for all citizens.",eng,machine,gemma-4-31b-it,I-NHI iwuhlelo lezinsizakalo zempilo eziphuculiwe
I-NHI iwuhlelo oluhloswe ukuthuthukisa nokwenza izinsizakalo zempilo zitholakale kalula kubo bonke abantu. UMongondisa uMotsoaledi wethule uMthethosivivinywa wokuchibiyelwa kwe-NHI kanye noMthethosivivinywa wezikimu zezokwelapha. Le mithethosivivinywa ihloswe ukulungisa uhlelo lwezempilo ukuze kube nokulingana ekutholeni usizo olusezingeni eliphezulu.,zul,machine,gemma-4-31b-it,I-NHI iwuhlelo lezinsizakalo zempilo eziphuculiwe
"The National Health Insurance (NHI) is a program designed to provide improved and more accessible healthcare services. Minister Motsoaledi recently announced the introduction of the NHI amendment bill alongside the Medical Schemes amendment bill. Together, these legislative updates aim to refine the regulatory framework of the healthcare system to ensure better service delivery.",eng,machine,gemma-4-31b-it,I-NHI iwuhlelo lezinsizakalo zempilo eziphuculiwe
I-National Health Insurance (NHI) iwuhlelo oluhlose ukuphucula izinsizakalo zezempilo kubo bonke izakhamuzi. UNgqongqoshe uMotsoaledi ubevele enkundleni yezindaba kamuva nje lapho ambule khona uMthethosivivinywa wokuchibiyelwa kwe-NHI kanye noMthethosivivinywa Wokuchibiyelwa Kwezikimu Zezokwelapha. Le mithethosivivinywa ibukelwe ukuqinisekisa ukuthi izinsizakalo zezempilo zidingeka futhi zifikeleleka kalula kubo bonke.,zul,machine,gemma-4-31b-it,I-NHI iwuhlelo lezinsizakalo zempilo eziphuculiwe
"Minister Motsoaledi recently appeared in the media to unveil key legislative steps aimed at enhancing national healthcare services. During the briefing, he introduced the National Health Insurance (NHI) Amendment Bill and the Medical Schemes Amendment Bill. These legislative updates are intended to refine the framework for healthcare delivery and medical insurance across the country.",eng,machine,gemma-4-31b-it,I-NHI iwuhlelo lezinsizakalo zempilo eziphuculiwe
"U-Wayne Mansfield, omdala iminyaka engama-33 wasePaarl, owake wasebenza njengomdayisi kamalume wakhe eMakethe, uyisibonelo esikhulu sokuthi ukulima kungashintsha impilo. Ngokusekelwa nguHlelo Lokwesekwa Nokuthuthukiswa Kwabalimi, uMansfield ukwazile ukuqala uhambo lwakhe olusha lwezokulima olumlethe empumelelweni. Indaba yakhe iqinisekisa ukuthi ngisho noma impilo ikujikijela ngolamula, ukutshala kuyindlela ephumelelayo yokuziphilisa nokunqoba izinselelo. Lolu hlelo luqhubeka nokunika intsha amandla okuzimela ngokusebenza emhlabathini.",zul,machine,gemma-4-31b-it,"Uma impilo ikujikijela ngolamula, batshale"
"For 33-year-old Wayne Mansfield from Paarl, life has taken a transformative turn. Once a vendor working for his uncle at the local market, Wayne is now thriving through a farmer support and development program designed to empower young agri-preneurs. By transitioning from sales to cultivation, he is embracing a new beginning and planting the seeds for a sustainable future.",eng,machine,gemma-4-31b-it,"Uma impilo ikujikijela ngolamula, batshale"
"Uhlelo Lokwesekwa Nokuthuthukiswa Kwabalimi lusiza intsha efana noWayne Mansfield ukuba ingene emkhakheni wezolimo. UMansfield, oneminyaka engama-33 owasePaarl, ubengumdayisi emakethe lapho ayesebenza khona ngaphansi kamalume wakhe. Lolu hlelo luhambisana nomlayzo othi ""uma impilo ikujikijela ngolamula, batshale,"" lugqugquzela abantu ukuba bazimele ngokulima.",zul,machine,gemma-4-31b-it,"Uma impilo ikujikijela ngolamula, batshale"
"The Farmer Support and Development Program is empowering young people like 33-year-old Wayne Mansfield from Paarl to pursue careers in agriculture. Before joining the initiative, Mansfield worked as a salesman for his uncle at a local market. This program provides essential support and development tools to help emerging farmers build sustainable livelihoods.",eng,machine,gemma-4-31b-it,"Uma impilo ikujikijela ngolamula, batshale"
"Uma impilo ikujikijela ngolamula, ukulima kungaba yindlela enhle yokuzivusa nokuthola amathuba amasha empilweni. Uhlelo Lokwesekwa Nokuthuthukiswa Kwabalimi lusiza intsha efana noWayne Mansfield ukuba ishintshe indlela yempilo yayo ngokungena kwezolimo. Ngisho noma uWayne ebisebenza njengomdayisi, manje ufunda ukuthi ukutshala kungaba yisihluthulelo sokuzimela nokuziphilisa. Lokhu kukhombisa ukuthi ukulima kuyithuba elivulekile kubantu abafuna ukuqala kabusha nokwakha ikusasa eliqinile.",zul,machine,gemma-4-31b-it,"Uma impilo ikujikijela ngolamula, batshale"
"When life presents unexpected challenges or shifts in direction, embracing agriculture can provide a sustainable path toward renewal and growth. This transition is exemplified by Wayne Mansfield, a 33-year-old from Paarl who shifted from a career in sales to farming. Through the Support and Development Program for Farmers, young individuals receive the essential guidance and resources needed to cultivate both their land and their livelihoods. Such initiatives demonstrate that returning to the soil can foster economic independence and professional resilience.",eng,machine,gemma-4-31b-it,"Uma impilo ikujikijela ngolamula, batshale"
"The South African government is championing the belief that nutritional security is fundamental to academic success. Through initiatives led by the Department of Basic Education, students are provided with healthy meals to ensure that no child has to study on an empty stomach. By eliminating hunger in the classroom, the program enables learners to focus fully on their lessons and improve their overall performance. Ultimately, these efforts prove that well-nourished students are better equipped to reach their full potential.",eng,machine,gemma-4-31b-it,Izisu ezigcwele ziholela emiphumeleni engcono
"Uhulumeni waseNingizimu Afrika, ngaphansi koMnyango Wezemfundo Eyisisekelo, uhlinzeka ngokudla okunempilo ezikoleni. Lolu hlelo lwenzelwe ukuqinisekisa ukuthi abafundi bakwazi ukugxila ezifundweni zabo ngaphandle kokuhambiselwa wukulamba. Ukudla okwanele kunika abafundi amandla nengqondo evulekile ukuze bakwazi ukusebenza kanzima. Ngakho-ke, izisu ezigcwele ziba yisisekelo sokuthola imiphumela engcono kwezemfundo.",zul,machine,gemma-4-31b-it,Izisu ezigcwele ziholela emiphumeleni engcono
"The South African government has implemented a school nutrition program to ensure that students have access to healthy meals. This initiative is based on the principle that full stomachs lead to better concentration and improved academic performance. By addressing hunger, the Department of Basic Education aims to create an environment where learners can effectively focus on their schoolwork.",eng,machine,gemma-4-31b-it,Izisu ezigcwele ziholela emiphumeleni engcono
"I-Central Application Clearing House (i-CACH) iwuhlelo olwesikhashana olusungulwe uMnyango weMfundo Ephakeme Nokuqeqesha ukuze lusize abafundi abangakatholi izindawo ezizifanele ezinyuvesi nakamakolishi. Lolu hlelo lusebenza njengebhuloho elixhumanisa abafundi nezikhungo zemfundo ukuze kuqinisekiswe ukuthi akekho umfundi okwazi ukufunda ozosala ngaphandle. Ngonyaka we-2018, i-CACH ibizwakale kakhulu ngokuvula amathuba amaningi kubafundi ababephila ngokukhathazeka ngenxa yokungabi namatheyela ezifundweni zabo.",zul,machine,gemma-4-31b-it,I-Central Application Clearing House (i-CACH) Yowezi-2018
"I-Central Application Clearing House, eyaziwa ngokuthi yi-CACH, kwakungumzamo wesikhashana owasungulwa uMnyango Wemfundo Ephakeme Nokuqeqesha. Lolu hlelo lwakhelwe ukusiza abafundi ababefuna ukuthola izindawo zokufunda ezizifundisweni zemfundo ephakeme. Inhloso yalo enkulu kwakuwukuxhumanisa abafundi abafanelekile nezikhungo zemfundo ebinamanamba avulekile ngonyaka ka-2018. Lokhu kusize ekwenzeni inqubo yokufaka izicelo ibe lula futhi ibe nempumelelo.",zul,machine,gemma-4-31b-it,I-Central Application Clearing House (i-CACH) Yowezi-2018
"The Central Application Clearing House (i-CACH) is a temporary initiative established by the Department of Higher Education and Training. Its primary purpose is to assist students who are seeking placement and admission into higher education institutions. By streamlining the application process, the system helps students find available opportunities to further their studies. This initiative ensures that eligible candidates have a better chance of securing a spot in an academic program.",eng,machine,gemma-4-31b-it,I-Central Application Clearing House (i-CACH) Yowezi-2018
UMnyango Wemfundo Ephakeme Nokuqeqesha usungule uhlelo olubizwa ngokuthi yi-Central Application Clearing House (i-CACH) lwezi-2018. Lolu hlelo lwenzelwe ukusiza abafundi abafuna ukungenisa ezikhungweni zemfundo ephakeme kodwa abangakayithola indawo. I-CACH iyisinyathelo sesikhashana esihlose ukuqinisekisa ukuthi abafundi bathola amathuba emfundo ngendlela esheshayo neyisizungezu.,zul,machine,gemma-4-31b-it,I-Central Application Clearing House (i-CACH) Yowezi-2018
"The Department of Higher Education and Training established the Central Application Clearing House, known as i-CACH, as a temporary initiative to assist students seeking admission to higher education. Launched during the 2018 cycle, the program aimed to streamline the application process and provide critical support to aspiring students. This effort was designed to help applicants efficiently navigate their options for further study and vocational training.",eng,machine,gemma-4-31b-it,I-Central Application Clearing House (i-CACH) Yowezi-2018
"From a childhood marked by poverty in the Eastern Cape, Yolisa has carved a path to success through the intricate art of beadwork. What began as a deep passion for handicrafts evolved into a thriving professional venture, transforming a creative talent into a sustainable livelihood. Today, Yolisa leads an organization dedicated to knowledge-sharing, empowering others in the community to discover their own artistic potential.",eng,machine,gemma-4-31b-it,UYolisa wenza ubuhlalu obumholela  empumelelweni
"Yolisa overcame a childhood of poverty in the Eastern Cape by discovering a passion for arts and crafts. Through her skill in beadwork, she achieved significant success and built a thriving creative career. She now leads her own organization dedicated to sharing her knowledge and empowering others to succeed.",eng,machine,gemma-4-31b-it,UYolisa wenza ubuhlalu obumholela  empumelelweni
"UYolisa uqale uhambo lwakhe ekuphileni impi-lo yobumpofu eMpuma-Kapa, kodwa uthando lwezobuciko nomsebenzi wezandla lumshintshele impilo. Ngokusebenzisa ubuhlalu, ukwazi ukuziqhuba empumelelweni enkulu namuhla. Manje useqhuba inhlangano yakhe yokucobelelana ngolwazi ukuze abele lolu lwazi nabanye.",zul,machine,gemma-4-31b-it,UYolisa wenza ubuhlalu obumholela  empumelelweni
